episode,loss,reward,distance,num_vehicles,customers_served
1037,inf,-8012.444490418089,4174.44490418089,10,101
1038,inf,-8559.216789592885,3642.1678959288447,8,101
1039,-inf,-9525.677285935983,3806.772859359831,11,101
1040,inf,-7159.282699107134,4142.8269910713425,11,101
1041,inf,-8549.473856383227,3544.7385638322694,10,101
1042,-inf,-9277.17966090783,4821.796609078305,10,101
1043,-inf,-9250.518983882987,4055.189838829859,11,101
1044,inf,-8325.70364133334,4307.036413333414,10,101
1045,-inf,-9987.569192268751,3425.6919226875007,9,101
1046,-inf,-9854.865536692825,3598.6553669282466,8,101
1047,inf,-8792.232362394869,4972.323623948685,10,101
1048,-inf,-9035.92840531825,3909.2840531824904,11,101
1049,inf,-6950.095171182652,4050.951711826521,11,101
1050,-inf,-9014.99830052699,3199.9830052698926,8,101
1051,inf,-8018.093272152399,4230.932721523983,10,101
1052,-inf,-9862.415929007017,3674.159290070163,8,101
1053,inf,-5401.336048039651,4063.3604803965127,10,101
1054,inf,-8351.015220135494,3560.1522013549443,8,101
1055,-inf,-8539.280765276399,4442.807652763983,10,101
1056,-inf,-9778.828028794474,4838.280287944739,10,101
1057,-inf,-9070.764313914457,3757.643139144562,8,101
1058,-inf,-9377.862371686611,4828.623716866118,10,101
1059,-inf,-8822.16442006395,4271.644200639494,10,101
1060,-inf,-9193.552613964659,4985.526139646594,10,101
1061,-inf,-9451.9670320862,3569.670320862013,8,101
1062,inf,-8242.022654561273,4470.226545612731,10,101
1063,-inf,-9839.832453222105,4448.324532221057,10,101
1064,-inf,-10074.852805647617,3798.5280564761806,8,101
1065,-inf,-10141.780911099868,3467.8091109986717,8,101
1066,-inf,-9161.449043718178,4664.49043718178,10,101
1067,inf,-9119.149336601482,3241.493366014813,8,101
1068,-inf,-9597.850781921446,5028.507819214468,10,101
1069,-inf,-9537.214381146468,3422.1438114646844,8,101
1070,inf,-9101.735091056638,4067.3509105663743,10,101
1071,inf,-8310.780842231638,4157.808422316382,10,101
1072,inf,-8538.434793112623,3434.3479311262236,8,101
1073,-inf,-9386.973597869779,3919.7359786977836,10,101
1074,-inf,-9860.96904725247,4659.690472524713,10,101
1075,-inf,-9238.738331920418,3937.383319204186,11,101
1076,inf,-5086.3937992429055,3913.9379924290597,10,101
1077,-inf,-9903.299406506016,3582.994065060163,9,101
1078,inf,-5383.592661566885,3885.926615668853,10,101
1079,-inf,-9431.35324200975,4363.532420097501,10,101
1080,-inf,-9214.506838216043,3695.0683821604184,9,101
1081,-inf,-9717.72802428851,4227.280242885108,10,101
1082,-inf,-9956.234970748606,4612.349707486071,10,101
1083,-inf,-9527.16348895705,3821.6348895705064,9,101
1084,-inf,-10016.506819031245,4215.068190312444,10,101
1085,-inf,-9076.245783790024,3312.4578379002437,9,101
1086,-inf,-9609.133482721665,4141.334827216645,10,101
1087,inf,-8316.84740372923,4218.474037292307,10,101
1088,-inf,-9762.466693097995,3674.666930979951,8,101
1089,-inf,-10041.567447013218,3465.674470132173,8,101
1090,inf,-7803.819476096258,4088.1947609625795,10,101
1091,-inf,-9299.858073965765,3548.580739657641,9,101
1092,-inf,-9298.346553751799,4033.4655375179836,10,101
1093,inf,-8152.3491227764935,4073.4912277649278,11,101
1094,-inf,-9359.148966182853,4641.48966182853,10,101
1095,inf,-8607.316847176062,4123.168471760615,10,101
1096,-inf,-9920.291555109132,4752.915551091326,9,101
1097,-inf,-9990.888999900058,4458.889999000585,11,101
1098,-inf,-9784.960184310863,3399.60184310863,9,101
1099,-inf,-10036.256788861014,3912.5678886101396,9,101
1100,inf,-8043.327194887324,3983.271948873242,11,101
1101,inf,-8319.548086697278,3745.4808669727718,9,101
1102,-inf,-9230.331613812219,4353.316138122185,10,101
1103,-inf,-9198.01179242654,4030.117924265389,10,101
1104,inf,-8069.778229269985,4747.782292699849,10,101
1105,inf,-8891.535439738087,4465.354397380865,9,101
1106,inf,-8357.413310122614,4624.133101226144,10,101
1107,-inf,-10157.689600343263,3626.896003432621,8,101
1108,-inf,-9190.9670347594,3959.670347593993,10,101
1109,inf,-8714.613073265116,4196.130732651167,10,101
1110,-inf,-10115.050741507275,3700.5074150727537,9,101
1111,-inf,-9500.593367014542,3555.933670145418,9,101
1112,inf,-8695.394635437691,3503.946354376905,9,101
1113,-inf,-9588.372665259349,3433.7266525934833,9,101
1114,inf,-8715.287400581627,4702.874005816271,11,101
1115,-inf,-9890.75449881862,3457.5449881861955,9,101
1116,inf,-8870.957855091396,4259.578550913953,11,101
1117,-inf,-9958.780642495421,4637.806424954223,10,101
1118,-inf,-10141.516782084489,3465.1678208448843,8,101
1119,inf,-9001.82819010668,3568.2819010668063,9,101
1120,inf,-8328.467364243705,4334.673642437053,10,101
1121,-inf,-9231.99541191485,4369.954119148491,10,101
1122,-inf,-9244.738195221953,4497.3819522195245,10,101
1123,-inf,-9971.613424139503,4766.134241395026,10,101
1124,-inf,-9811.434612764255,3664.3461276425537,9,101
1125,-inf,-9405.651579997906,5106.515799979062,10,101
1126,-inf,-9630.51252945349,3355.125294534907,8,101
1127,-inf,-10387.729061781425,4927.290617814261,10,101
1128,inf,-8530.062273028714,3350.622730287148,10,101
1129,inf,-9171.363483425936,4263.634834259365,11,101
1130,inf,-8486.454787776458,3414.547877764581,9,101
1131,inf,-9210.730722316246,4157.3072231624565,10,101
1132,inf,-8922.98446831911,3279.8446831910906,8,101
1133,-inf,-9547.800622259485,4028.0062225948495,11,101
1134,inf,-8262.721165289666,4177.211652896652,11,101
1135,inf,-8640.056063806782,3450.560638067811,8,101
1136,-inf,-9556.598281809753,4115.982818097523,11,101
1137,inf,-4913.578636097429,4185.786360974286,10,101
1138,-inf,-9765.567045396454,4705.670453964541,10,101
1139,-inf,-9516.805238294633,3718.0523829463446,9,101
1140,-inf,-9670.974796046565,4759.747960465656,10,101
1141,-inf,-10045.037240575799,4500.372405757983,10,101
1142,-inf,-9414.551207065357,4195.512070653568,10,101
1143,-inf,-9367.684342751701,4726.843427517009,10,101
1144,inf,-7195.793837404748,4007.938374047479,10,101
1145,-inf,-9485.159165062396,3901.5916506239587,10,101
1146,-inf,-9856.352129623634,3613.521296236334,8,101
1147,-inf,-9842.543832406805,3975.43832406806,11,101
1148,inf,-9052.672378371302,4576.723783713023,10,101
1149,-inf,-9599.385988570233,4043.8598857023285,10,101
1150,inf,-8396.885142230278,4018.8514223027782,10,101
1151,inf,-8715.501755623787,3705.017556237865,9,101
1152,-inf,-10247.891517079795,4528.915170797946,10,101
1153,inf,-8881.732560212466,3367.325602124663,9,101
1154,-inf,-9703.208518990454,3582.085189904545,9,101
1155,inf,-8261.982714990982,3669.827149909818,10,101
1156,inf,-8893.820592615057,3488.2059261505715,9,101
1157,-inf,-10119.25271588151,3742.5271588150968,9,101
1158,inf,-8909.172511140678,4141.725111406777,10,101
1159,-inf,-10163.315588058089,3683.1558805808827,8,101
1160,-inf,-9611.203409441088,4162.0340944108775,10,101
1161,inf,-7437.28224391474,4422.822439147405,10,101
1162,inf,-8425.368173735491,4303.681737354903,10,101
1163,-inf,-9852.650891445901,4576.508914458999,10,101
1164,-inf,-9271.191259552565,4261.912595525645,11,101
1165,inf,-8835.162709740776,4401.627097407758,10,101
1166,inf,-8946.862459540049,3518.6245954004835,8,101
1167,inf,-8163.638159848888,4186.381598488887,11,101
1168,inf,-8206.744213471722,3617.442134717225,9,101
1169,-inf,-9604.724764406636,4097.2476440663595,10,101
1170,-inf,-9874.235100651396,3792.351006513954,8,101
1171,-inf,-9549.479961028508,4044.799610285076,11,101
1172,inf,-8616.448531670598,4214.485316705983,10,101
1173,-inf,-9373.571447934448,4785.714479344482,10,101
1174,-inf,-9619.076697361163,4240.7669736116195,10,101
1175,-inf,-9216.281044057892,4212.8104405789245,10,101
1176,-inf,-10018.511181538719,3735.111815387186,9,101
1177,inf,-8833.526622077601,3385.2662207760127,8,101
1178,-inf,-9631.384366442486,3863.8436644248673,11,101
1179,inf,-8575.540759293257,4805.4075929325645,10,101
1180,-inf,-9276.901100995216,4319.011009952157,11,101
1181,-inf,-10002.238181395696,4572.381813956969,9,101
1182,-inf,-9768.382319095617,4733.82319095618,10,101
1183,inf,-9196.61519840992,3516.1519840991873,9,101
1184,-inf,-10080.900037174611,3859.00037174612,8,101
1185,inf,-9247.003779237577,4520.037792375764,10,101
1186,inf,-8329.664025000853,4346.640250008534,10,101
1187,-inf,-9836.792234360684,3417.922343606834,8,101
1188,inf,-9168.864954339193,4238.649543391936,11,101
1189,inf,-5014.479615207802,4194.796152078022,10,101
1190,-inf,-9291.099525688742,3960.995256887423,10,101
1191,-inf,-9450.613680422779,4556.136804227786,10,101
1192,-inf,-9880.434176731123,4854.341767311231,10,101
1193,-inf,-9788.551446158339,4935.5144615833815,10,101
1194,inf,-8111.482345775321,4164.823457753204,10,101
1195,-inf,-9886.575592367593,4915.755923675936,10,101
1196,-inf,-9851.876064208333,4568.760642083326,10,101
1197,inf,-9161.691807693865,4666.918076938662,10,101
1198,inf,-8585.909972002308,4909.099720023078,10,101
1199,inf,-5337.990250802199,3929.902508021988,11,101
1200,inf,-8640.927964909568,3959.2796490956853,11,101
1201,-inf,-9136.47527662153,4414.752766215294,10,101
1202,-inf,-9200.5610032553,4055.610032553,10,101
1203,-inf,-8945.747672564197,4007.4767256419705,11,101
1204,-inf,-10119.230935551659,3742.309355516599,9,101
1205,-inf,-9094.747651131356,3497.476511313566,9,101
1206,inf,-7121.306119015921,4263.061190159211,10,101
1207,-inf,-10012.159528282169,4671.595282821683,11,101
1208,-inf,-9248.21243306377,3532.1243306377105,8,101
1209,-inf,-9404.93475418508,3599.347541850799,9,101
1210,inf,-8485.9921252879,4909.921252879002,10,101
1211,-inf,-9410.503055687157,4155.030556871573,10,101
1212,-inf,-9306.854660589863,4118.54660589863,10,101
1213,inf,-8610.128287891584,5151.282878915845,10,101
1214,-inf,-9294.255020075683,3492.550200756835,9,101
1215,inf,-8486.848642467054,4418.486424670533,11,101
1216,inf,-8927.873449657569,3328.7344965756915,8,101
1217,-inf,-9983.898487164442,4888.984871644433,10,101
1218,inf,-8965.887785156272,3708.8778515627127,8,101
1219,-inf,-9805.510114716231,3605.1011471623074,9,101
1220,-inf,-9816.720185326583,4217.201853265825,10,101
1221,inf,-8075.582614280329,3805.8261428032843,10,101
1222,inf,-8112.970854371952,3179.7085437195105,10,101
1223,-inf,-9846.014681290817,4510.146812908174,10,101
1224,-inf,-9308.536710919223,4135.36710919222,10,101
1225,-inf,-9180.16332048581,3351.633204858093,9,101
1226,-inf,-10207.984410409583,5129.844104095829,10,101
1227,-inf,-10066.3958044619,4713.958044619002,10,101
1228,inf,-7605.381839421076,4103.818394210761,10,101
1229,-inf,-9361.308689831025,3663.0868983102523,8,101
1230,inf,-8214.950744038122,3699.507440381218,9,101
1231,-inf,-9435.597443387638,4405.974433876381,10,101
1232,inf,-8835.894737874347,3408.9473787434654,8,101
1233,-inf,-9739.877149888565,3448.7714988856505,8,101
1234,-inf,-9141.462851662998,4464.628516629986,10,101
1235,-inf,-9848.870075579223,3538.700755792227,8,101
1236,inf,-8306.818851994034,3618.188519940346,9,101
1237,-inf,-9206.16162419412,4111.616241941198,10,101
1238,inf,-6843.999903444907,3989.9990344490734,11,101
1239,inf,-8777.077444829367,4820.774448293665,10,101
1240,-inf,-10021.001487077467,3260.0148707746657,8,101
1241,-inf,-9538.012656082918,3430.1265608291724,8,101
1242,inf,-8979.593624703703,4345.936247037034,11,101
1243,inf,-7906.270359687602,4112.703596876011,10,101
1244,-inf,-10058.991946733671,4139.919467336715,11,101
1245,inf,-8806.916982991454,4119.169829914531,10,101
1246,inf,-7679.265279114995,3342.652791149948,11,101
1247,-inf,-9092.2506006613,4472.506006613005,9,101
1248,-inf,-9532.13706494352,3371.370649435199,8,101
1249,-inf,-8997.660576500464,3526.605765004647,9,101
1250,-inf,-9023.87697993662,4288.769799366202,10,101
1251,inf,-8618.39040374938,4233.904037493788,10,101
1252,-inf,-10051.60429452495,3566.042945249506,8,101
1253,-inf,-9875.684428675866,4806.844286758659,10,101
1254,inf,-8867.572101882362,4725.721018823623,10,101
1255,-inf,-9939.572328836257,4445.723288362562,10,101
1256,inf,-9157.964937750556,4629.64937750556,10,101
1257,-inf,-9299.485372036223,4044.853720362233,10,101
1258,-inf,-9242.28444266052,3472.844426605204,8,101
1259,-inf,-9443.707480099074,3487.0748009907497,8,101
1260,inf,-8412.671797057279,4176.7179705728,10,101
1261,inf,-8676.97732707159,4819.773270715901,10,101
1262,-inf,-9261.248744675508,4662.487446755075,10,101
1263,inf,-8947.789425112602,3527.894251126017,8,101
1264,-inf,-9303.855941799731,4588.559417997319,9,101
1265,-inf,-9403.576461160415,4085.764611604148,10,101
1266,-inf,-9517.764290337174,4227.642903371742,10,101
1267,-inf,-10248.985876683515,4539.858766835145,10,101
1268,-inf,-9930.384264277473,4853.842642774729,9,101
1269,-inf,-9375.960051876995,4309.60051876995,11,101
1270,-inf,-9937.41990412274,4424.199041227394,10,101
1271,inf,-9394.95507843815,3999.5507843815085,10,101
1272,inf,-9188.619363427266,4436.1936342726585,11,101
1273,inf,-9042.172781440366,3971.7278144036645,11,101
1274,inf,-9028.513523281132,4335.135232811321,10,101
1275,-inf,-9908.005686468015,3630.056864680155,9,101
1276,inf,-6902.973150183561,4079.731501835615,10,101
1277,inf,-9069.5647005477,4745.647005477002,10,101
1278,-inf,-9980.077078688933,4850.770786889334,10,101
1279,inf,-8541.492927225096,3464.929272250955,8,101
1280,inf,-8251.562537359498,4565.625373594977,10,101
1281,inf,-6291.348690308803,3963.4869030880373,10,101
1282,-inf,-9988.84326703985,4938.432670398499,10,101
1283,-inf,-9302.077275875072,3570.7727587507234,9,101
1284,inf,-8478.93877791197,3839.3877791197,8,101
1285,inf,-8848.131168570946,4031.311685709463,11,101
1286,inf,-8212.72753467095,4177.275346709501,10,101
1287,inf,-5707.350177757062,4123.501777570615,10,101
1288,-inf,-9442.100819035753,3971.008190357525,9,101
1289,inf,-8230.313282121655,3853.132821216552,11,101
1290,-inf,-9523.526704933429,4285.267049334295,10,101
1291,-inf,-9902.95800003316,3579.5800003316067,9,101
1292,-inf,-9484.762817770814,3897.6281777081394,10,101
1293,-inf,-9776.762263240715,4817.622632407149,10,101
1294,inf,-8872.233573540365,4772.335735403655,10,101
1295,-inf,-10048.733539299159,4537.335392991587,10,101
1296,inf,-8660.44551758773,3654.455175877291,8,101
1297,-inf,-9698.309406889646,3533.094068896459,9,101
1298,-inf,-9958.396478228467,4633.964782284682,10,101
1299,inf,-6503.057675358888,4080.5767535888835,10,101
1300,inf,-8609.490851025117,4144.908510251165,10,101
1301,-inf,-9558.689516066523,3636.895160665232,8,101
1302,-inf,-10023.381907976229,4783.81907976228,9,101
1303,-inf,-9326.043743156682,4310.437431566823,10,101
1304,inf,-9007.025486615226,4120.254866152261,10,101
1305,-inf,-9230.146002731817,4351.46002731817,10,101
1306,-inf,-9359.823356206605,4148.233562066055,11,101
1307,inf,-8390.861779137402,3458.617791374022,9,101
1308,inf,-8968.683159699229,4736.8315969922905,10,101
1309,-inf,-9386.938734506719,3919.3873450671845,10,101
1310,-inf,-9185.98620847075,3409.862084707489,9,101
1311,inf,-8916.903094270096,4219.0309427009615,10,101
1312,inf,-9034.701210075697,3397.012100756966,8,101
1313,inf,-8960.995759807913,4659.957598079136,10,101
1314,-inf,-9822.006624642825,4270.06624642824,10,101
1315,-inf,-10078.91528485321,4839.152848532111,10,101
1316,inf,-8953.49960649391,4084.9960649390914,11,101
1317,inf,-8353.746500762963,4087.4650076296293,11,101
1318,inf,-8564.816164580476,4698.161645804763,10,101
1319,-inf,-9211.889556914215,3668.8955691421443,9,101
1320,-inf,-9094.3146371247,3993.1463712470027,10,101
1321,-inf,-9555.43652328395,3604.365232839498,8,101
1322,-inf,-9424.47320266559,3794.732026655886,9,101
1323,inf,-8936.564695163972,4415.646951639714,10,101
1324,-inf,-9284.205737030772,4892.057370307725,10,101
1325,inf,-8322.12244599837,4271.224459983698,10,101
1326,inf,-9010.442803825339,4154.428038253383,10,101
1327,-inf,-9262.178002124485,4671.780021244853,10,101
1328,-inf,-9144.838836863402,3498.3883686340187,8,101
1329,inf,-9036.126143276299,4411.261432762987,10,101
1330,inf,-8212.03766439111,4170.3766439110905,10,101
1331,inf,-8510.700310948456,4157.003109484558,10,101
1332,inf,-8505.319495459757,4103.194954597556,10,101
1333,inf,-8200.764613516689,4057.646135166884,10,101
1334,-inf,-9588.713123678708,3437.131236787075,9,101
1335,-inf,-9579.681965697966,3846.819656979655,10,101
1336,inf,-8448.198015508808,4531.980155088082,10,101
1337,-inf,-8980.828885415123,4858.2888541512275,10,101
1338,inf,-8757.161828390228,4121.61828390228,11,101
1339,-inf,-8958.623744375793,4136.237443757929,11,101
1340,inf,-8888.650318947684,3436.5031894768404,9,101
1341,inf,-5484.811279472828,4398.112794728282,11,101
1342,inf,-8454.783547412808,4597.835474128073,10,101
1343,-inf,-9447.960038873116,4029.6003887311626,11,101
1344,-inf,-9957.8532144172,4628.532144172011,10,101
1345,-inf,-9851.46989744104,4564.698974410404,10,101
1346,-inf,-10085.947561525252,4909.475615252512,10,101
1347,inf,-7641.203030416234,3962.0303041623333,11,101
1348,-inf,-9608.364283053326,4133.64283053327,10,101
1349,-inf,-10029.933224129723,4349.332241297225,10,101
1350,inf,-8964.701249067088,4697.012490670878,10,101
1351,inf,-8384.408372743088,4394.0837274308815,11,101
1352,inf,-8156.381474914928,4113.81474914928,11,101
1353,-inf,-9757.295022912607,3622.950229126065,8,101
1354,inf,-8397.800302641077,4028.003026410769,10,101
1355,-inf,-10171.312167092223,4763.121670922227,10,101
1356,inf,-8508.60305567645,3636.030556764511,9,101
1357,-inf,-9096.09624460658,3510.962446065799,9,101
1358,-inf,-10070.012719111424,3750.127191114246,8,101
1359,inf,-5807.597970911058,4125.979709110576,10,101
1360,-inf,-9679.478524790171,4344.785247901701,11,101
1361,-inf,-10312.098876615864,3670.988766158648,9,101
1362,-inf,-9466.667215324116,3716.672153241171,10,101
1363,-inf,-10118.873495442778,3738.734954427776,9,101
1364,-inf,-9296.813587636676,3518.1358763667645,9,101
1365,inf,-9095.726325185971,5007.263251859706,10,101
1366,-inf,-9569.78674191521,4747.867419152108,10,101
1367,inf,-8008.892183801083,4138.921838010831,10,101
1368,-inf,-10160.84448269445,4658.444826944507,10,101
1369,-inf,-10077.492178745119,3824.9217874511924,8,101
1370,inf,-8188.304229945921,3433.0422994592136,9,101
1371,-inf,-9292.315411575692,3973.1541157569236,10,101
1372,-inf,-9337.566242627865,4425.662426278642,10,101
1373,inf,-8897.810499732625,5028.10499732624,10,101
1374,-inf,-10147.839214601718,4528.392146017187,10,101
1375,-inf,-9430.925526745925,4359.255267459252,10,101
1376,-inf,-9392.59255853027,3975.9255853027034,10,101
1377,-inf,-9874.288947083209,3292.889470832081,9,101
1378,-inf,-9721.492247819791,4264.922478197924,10,101
1379,inf,-8062.874160987412,4178.7416098741305,11,101
1380,inf,-8822.528853513119,4275.288535131177,10,101
1381,inf,-8575.275250930981,4302.752509309806,9,101
1382,-inf,-9438.624650843949,4436.246508439491,10,101
1383,-inf,-9331.773308827022,4367.733088270225,10,101
1384,inf,-8631.515110438519,3865.15110438518,9,101
1385,-inf,-10102.475129848242,3574.7512984824284,9,101
1386,-inf,-10094.7585237073,3497.5852370729967,9,101
1387,-inf,-9610.188674043995,4151.886740439951,10,101
1388,-inf,-9497.143035320156,3521.4303532015606,9,101
1389,-inf,-9953.154644458462,3581.546444584624,8,101
1390,-inf,-9460.146081187591,4651.46081187592,10,101
1391,inf,-9416.811800395342,4218.1180039534165,10,101
1392,-inf,-9636.249339865255,3412.493398652553,8,101
1393,inf,-9442.341443314472,3973.4144331447137,11,101
1394,inf,-8584.132042186071,4891.320421860703,10,101
1395,inf,-8507.535480066694,4125.354800666936,10,101
1396,-inf,-9663.74012885434,3687.401288543405,8,101
1397,-inf,-9785.3572516033,4903.5725160329985,10,101
1398,inf,-8842.261573127846,3972.615731278459,11,101
1399,inf,-9141.270268652219,3962.702686522189,11,101
1400,-inf,-9505.681838706594,4106.818387065938,10,101
1401,inf,-7211.669024956094,4166.6902495609465,10,101
1402,inf,-9081.530665937662,4365.306659376616,11,101
1403,-inf,-9562.728004357017,4677.280043570179,10,101
1404,inf,-8680.1706120977,3851.70612097699,10,101
1405,inf,-8690.629006634612,4456.290066346121,11,101
1406,-inf,-9238.64017341983,4436.401734198298,10,101
1407,-inf,-9380.358086002341,4853.580860023408,10,101
1408,inf,-8466.366255341203,4213.6625534120285,11,101
1409,inf,-8501.727658267297,4067.2765826729765,10,101
1410,inf,-8199.296035163055,4042.9603516305515,10,101
1411,inf,-7977.859935092276,3828.5993509227533,10,101
1412,-inf,-9202.531924990259,3575.319249902586,9,101
1413,-inf,-9278.201979120735,3332.019791207348,9,101
1414,-inf,-9412.55504368799,4175.5504368799,10,101
1415,inf,-8891.924707395188,3469.247073951887,9,101
1416,-inf,-10084.800217655638,4898.002176556383,10,101
1417,-inf,-10308.22078171357,3632.207817135701,9,101
1418,inf,-5155.320787897056,4103.207878970559,11,101
1419,-inf,-9983.23301233309,3382.3301233309,9,101
1420,-inf,-9224.06884640354,4290.688464035394,10,101
1421,inf,-5186.870481490207,3918.7048149020666,10,101
1422,inf,-8101.598114174332,3565.9811417433257,9,101
1423,-inf,-9945.088911876432,3500.889118764324,8,101
1424,inf,-5556.322632042182,4113.226320421814,11,101
1425,-inf,-8725.677888629092,4306.778886290926,10,101
1426,-inf,-9850.223786181767,3552.237861817662,8,101
1427,inf,-8504.999025160305,4099.990251603054,10,101
1428,-inf,-10013.07709600381,3680.7709600381013,9,101
1429,-inf,-9074.710297516369,4297.102975163695,11,101
1430,-inf,-8830.294322675112,4352.9432267511165,10,101
1431,-inf,-10009.644808401299,3646.4480840129886,9,101
1432,-inf,-10143.351669557704,4483.516695577038,10,101
1433,-inf,-9287.30976675472,3923.0976675472084,10,101
1434,inf,-8912.865004130237,4678.650041302368,9,101
1435,-inf,-9319.062242493696,3740.622424936958,9,101
1436,inf,-8658.76200800698,4637.620080069784,10,101
1437,inf,-8520.58590835212,4255.859083521207,10,101
1438,-inf,-9397.667064747639,3526.6706474763955,9,101
1439,-inf,-9515.127132091617,4201.271320916159,10,101
1440,-inf,-10092.701793473952,3477.0179347395288,9,101
1441,-inf,-9301.120363403676,4061.203634036762,10,101
1442,-inf,-9459.224297962688,4642.242979626875,10,101
1443,inf,-7006.636676544483,4116.366765444827,10,101
1444,-inf,-9871.920221954933,4769.2022195493255,10,101
1445,inf,-5856.303727221881,4113.037272218808,11,101
1446,-inf,-9526.389191395592,4313.891913955912,10,101
1447,-inf,-9764.128550832664,4691.285508326633,10,101
1448,inf,-8902.550545450955,4075.5054545095513,10,101
1449,inf,-5900.946863409232,4059.4686340923204,10,101
1450,-inf,-9305.024845409505,4100.248454095063,10,101
1451,inf,-7863.752336593567,4187.52336593566,11,101
1452,-inf,-9560.253677660476,3652.536776604746,8,101
1453,-inf,-9136.222879746923,4412.228797469238,10,101
1454,-inf,-10224.526170219957,3795.261702199578,9,101
1455,-inf,-9389.107587828717,3941.0758782871685,10,101
1456,inf,-5008.143763801688,4131.437638016879,10,101
1457,-inf,-9265.80044683113,4208.0044683113065,11,101
1458,inf,-5017.4038690290035,4224.038690290041,10,101
1459,-inf,-9014.1961241466,5191.9612414660005,10,101
1460,-inf,-10051.702821658308,3567.0282165830745,8,101
1461,-inf,-8692.894988693566,3978.9498869356603,10,101
1462,-inf,-9119.5176689001,4245.176689000998,10,101
1463,-inf,-9195.724476041238,4007.2447604123777,10,101
1464,-inf,-9628.665501706231,4336.655017062306,10,101
1465,-inf,-10003.264759106914,3582.6475910691497,9,101
1466,-inf,-9762.130776110183,4671.307761101839,10,101
1467,-inf,-9491.797530053913,3467.975300539136,9,101
1468,-inf,-9310.17574716439,4151.757471643903,10,101
1469,-inf,-9778.123991890237,4831.239918902381,10,101
1470,inf,-7806.987790283292,4119.877902832925,10,101
1471,inf,-7336.664459622876,4416.644596228764,10,101
1472,-inf,-10066.664225733655,3716.6422573365517,8,101
1473,inf,-5012.323528302782,4173.235283027816,10,101
1474,-inf,-9855.144761533433,4101.447615334326,11,101
1475,-inf,-9338.81397045512,4438.139704551201,10,101
1476,inf,-6698.665928351842,4036.659283518422,10,101
1477,-inf,-9626.395954765097,4313.959547650974,10,101
1478,-inf,-9325.658783907913,3306.587839079124,8,101
1479,-inf,-10002.307783607052,3573.0778360705253,9,101
1480,inf,-8098.2846526100075,4032.8465261000806,10,101
1481,-inf,-9121.789205067906,4267.892050679062,10,101
1482,-inf,-9350.02498895917,4550.24988959171,10,101
1483,inf,-8554.814804518786,3598.148045187863,8,101
1484,-inf,-9677.283211495534,4822.832114955354,10,101
1485,inf,-8619.125896456784,4241.258964567837,10,101
1486,-inf,-9913.449020343993,3684.490203439936,9,101
1487,inf,-8085.040820175891,3400.4082017589176,9,101
1488,inf,-8709.458715406941,4144.587154069422,10,101
1489,-inf,-9499.768004737296,3547.6800473729504,9,101
1490,-inf,-9800.798561306603,4057.9856130660346,10,101
1491,-inf,-9161.085567846625,3660.855678466247,8,101
1492,-inf,-9183.943287372693,3889.4328737269348,10,101
1493,inf,-8834.297158452473,4392.9715845247265,10,101
1494,-inf,-9652.611131780845,4076.111317808442,11,101
1495,-inf,-10178.73678491814,3337.367849181381,9,101
1496,-inf,-10071.6316550214,4766.316550213988,10,101
1497,inf,-8412.873026334877,4178.73026334878,10,101
1498,inf,-7478.266734285307,3832.667342853078,10,101
1499,-inf,-9673.432405696296,4784.324056962958,10,101
1500,-inf,-9751.947420553546,4569.474205535469,10,101
1501,inf,-8722.675907000827,3776.759070008266,9,101
1502,inf,-8704.339239363293,4093.3923936329306,10,101
1503,-inf,-9109.222637238987,4142.226372389862,10,101
1504,-inf,-9140.085946853469,3450.8594685346866,8,101
1505,-inf,-9257.22253898445,3622.2253898444947,8,101
1506,-inf,-10078.657602607549,4836.5760260754805,10,101
1507,-inf,-10057.440409278168,4624.404092781674,10,101
1508,inf,-8055.596501407348,3605.965014073487,8,101
1509,-inf,-9431.300355494372,4363.003554943726,10,101
1510,inf,-8978.70723794003,4837.0723794003015,10,101
1511,inf,-7229.352240059556,3343.5224005955574,10,101
1512,-inf,-9423.923525936996,4289.235259369961,10,101
1513,-inf,-9896.581914356273,3515.819143562721,9,101
1514,inf,-7943.829393382135,3988.2939338213514,11,101
1515,-inf,-9114.87955801472,4198.795580147207,10,101
1516,-inf,-9654.755054736761,4597.550547367605,10,101
1517,inf,-8944.724544541441,3997.2454454144204,11,101
1518,-inf,-9438.309030340693,3433.090303406927,8,101
1519,-inf,-9111.537940976512,4165.37940976511,10,101
1520,-inf,-9411.507736604013,4165.077366040134,10,101
1521,-inf,-9977.731178011803,4827.311780118024,10,101
1522,inf,-8916.295143529625,4212.951435296247,10,101
1523,-inf,-9358.335178386653,4133.351783866528,11,101
1524,-inf,-10094.75154171687,4497.515417168704,9,101
1525,-inf,-9519.094623031115,4240.946230311147,10,101
1526,-inf,-9669.822213955213,4748.222139552133,10,101
1527,-inf,-9474.957607858509,3799.576078585089,8,101
1528,-inf,-9463.660009546871,4186.600095468713,11,101
1529,-inf,-9908.208278317226,4132.082783172258,10,101
1530,-inf,-9432.850903508275,4878.509035082751,9,101
1531,-inf,-9865.545153543935,4705.45153543936,10,101
1532,-inf,-9624.567277329228,3795.6727732922905,9,101
1533,inf,-8028.549903642368,4335.499036423671,10,101
1534,inf,-8893.48655938716,3484.865593871593,9,101
1535,inf,-8755.595258302856,3605.9525830285643,8,101
1536,inf,-8031.5513134991015,4365.5131349910225,10,101
1537,-inf,-10177.592288204849,4825.922882048483,10,101
